artist_name,biography,listeners,playcount,similar_artist
Dada KD,"TO most people, born with a talent, making use of that talent is all one needs to be successful in whatever profession one finds himself.

However, one man who is with a different opinion is Dada Kwaku Duah (a.k.a. Dada K.D.), one musician knowned for his love songs.

To Dada K.D., talent forms only 15 per cent of being whatever one wants to be in life. The rest of the 75 per cent rest on one’s affiliation with the elderly, being down to earth (respectful) and living by nothing but the truth. https://www.last.fm/music/Dada+KD",382,4706,Oheneba Kissi
Kedjevara,https://www.last.fm/music/Kedjevara,2358,16274,DJ Arafat
Rim Kwaku Obeng,https://www.last.fm/music/Rim+Kwaku+Obeng,19498,86003,Christy Essien
Ifá,https://www.last.fm/music/If%C3%A1,6965,23513,Abayomy Afrobeat Orquestra
Saaphy,https://www.last.fm/music/Saaphy,1347,10074,Elji Beaztkilla
Serge Beynaud,https://www.last.fm/music/Serge+Beynaud,7031,77580,Debordo Leekunfa
Daduh King,https://www.last.fm/music/Daduh+King,3077,17089,Jay Oliver
Leo beatz,https://www.last.fm/music/Leo+beatz,921,4199,Os'Banah
Roberto,"Roberto started his musical journey in January 2000 using his precious savings at the age of 16 to buy his first set of turntables. After perfecting his craft for a few years he decided that production was the way forward.

After a prolonged stint exploring the spectrum of electronica, he found that he was gravitating towards house and techno. Producers such as Steve Rachmad, Samuel L Session and Robert Hood were drawing his attention, and their influence can be heard in his production work today. https://www.last.fm/music/Roberto",14450,126778,Exploit
2Much,"Few teens who one day fantasize about forming a hip-hop group, cutting a record and hitting the road, see that dream become a reality a year later, but that is exactly what has happened for Milo Stokes.

With the help of his cousin, stage and film star Omarion, and his dad, manager/director Chris Stokes, Milo and his two talented singer/dancer friends Marcel Wildy and Chris Cheeks, went from dancing and rhyming in each others' living rooms to cutting songs in a state of the art studio. https://www.last.fm/music/2Much",5861,49844,G-Amado
Orezi,https://www.last.fm/music/Orezi,6691,44332,Dr Sid
Fanga,"Fanga is a french band from Montpellier who play afrobeat. This music is a melting of funk, jazz and africans rythms and was created by Fela Kuti, a nigerian artist politicly involved. https://www.last.fm/music/Fanga",21737,107254,Kokolo
Kcee,https://www.last.fm/music/Kcee,25538,184845,Flavour
Pablo Fierro,"Pablo Fierro is a musician/producer/artist born and raised in the Canary Islands,Spain.He have a tropical electromagnetic powerful relaxing style. As a team we enjoy creating sets of music from multiple sounds and styles. Currently we are experimenting with Deep House, Tech House, Afro Deep, Hip Hop and Latin Jazz and more to come... Pablo's productions are included on countless compilations. Fierro’s music has also landed on numerous TV,Cinema,Radio Shows. https://www.last.fm/music/Pablo+Fierro",26907,130493,Francis Mercier
Zona 5,https://www.last.fm/music/Zona+5,8403,59849,TRX Music
Gino Latino DJ,https://www.last.fm/music/Gino+Latino+DJ,242,650,Jennifer Dias
DJ SHABSY,https://www.last.fm/music/DJ+SHABSY,880,4576,Sugarboy
Lylah,"Lylah is the former lead singer of a group ""Les Déesses"" (French for ""The Goddesses). As every member of the group represents one goddess, Lylah represents Venus, the Roman goddess of beauty and love, because ""she is a rare pearl with a sweet and warm voice which perfectly reveals her personality""

She started a solo career, releasing a single, ""Ne t'arrête pas"" (Don't stop) and an album, ""Avec ou sans toi"" (With or without you). https://www.last.fm/music/Lylah",3815,27220,Thayna
GASMILLA,https://www.last.fm/music/GASMILLA,3413,26802,Castro D’destroyer
Flavour,"1. Flavour (a.k.a Flavour N’Abania) is a high-life/soul/Hip-Hop Artist of Igbo origin from the eastern part of Nigeria, born Chinedu Okoli.  In 2010, Flavour’s “Uplifted” album was arguably the highest selling album across the country. This earned him a record deal with New York and Lagos-based Bad Beatz Records, a subsidiary of Def Jam Records. While “Uplifted” is still amassing more and more figures, he’s already looking forward to his next album (no title or release date yet). https://www.last.fm/music/Flavour",35082,471886,Phyno
DJ Ebou,https://www.last.fm/music/DJ+Ebou,32,121,
Stonebwoy,"Outdoored Livingstone Etse Satekla, he hails from the Volta region of Ghana as the 4th child of 7 siblings born on Saturday 5th March 1988.  He realised his talents and abilities as a lyricist and script writer at an early age, remembering writing and acting drama pieces as far back as fourth year in primary school. Since then he has never stopped singing both songs that he has written and composed and those by artists he is influenced by.

Stonebwoy https://www.last.fm/music/Stonebwoy",31394,265005,King Promise
Harrysong,https://www.last.fm/music/Harrysong,7885,42670,Dr Sid
DJ Jimmy Jatt,https://www.last.fm/music/DJ+Jimmy+Jatt,2845,17403,Larry Gaaga
Sjava,GopHoper https://www.last.fm/music/Sjava,15924,149802,Mlindo The Vocalist
Tiwa Savage,"At the age of 16 Tiwa Savage was opportune to sing backup for George Michael. Before this opportunity, she was a member of her high school band, puffing on her trombone near the back of the orchestra. It was at this point that Savage gazed through the rows of musicians and realized that her destiny is to be positioned in the spotlight; singing in front of the orchestra.

A blossoming star, folks about town in London started to take notice and she was soon performing at local talent shows. https://www.last.fm/music/Tiwa+Savage",199747,2175844,Adekunle GOLD
Amakye Dede,"Dan Amakye Dede is a Ghanaian musician. He is one of Ghana's premier highlife artistes and is called ""Iron Boy"", ""the highlife maestro"" and ""Abrantie"" (Gentleman).

Dede began his career in 1973 when he joined the Kumapim Royals as a composer and vocalist. This band, led by Akwasi Ampofo Agyei (AAA), had hits like Abebi Bewua Eso, Wanware Me A, Odo Mani Agyina and the seminal Ohohoo Batani. Dede moved to Nigeria where he had his hit Jealousy go shame. https://www.last.fm/music/Amakye+Dede",1500,18444,Daddy Lumba
Nindja,https://www.last.fm/music/Nindja,1011,5260,DJ Paparazzi
Kofi Kinaata,https://www.last.fm/music/Kofi+Kinaata,2450,48289,Fameye
Adro Warriors,https://www.last.fm/music/Adro+Warriors,18,25,
Kaysha,"Kaysha is a French-based musician originally from the Democratic Republic of Congo (his family emigrated to France when he was seven years old).  His music is a blend of styles such as kizomba, rhumba, zouglou, zouk, zouk love, calypso, rnb, and hip hop.

Kaysha is also a successful music producer, having produced songs for some of the best-known artists on the Afro-Caribbean scene, including Passi, Solaar, Jacob Desvarieux, Soumia, Lynnsha, Elizio, and Ludo. https://www.last.fm/music/Kaysha",125525,1262478,Nelson Freitas
Sauti Sol,"Blending warm resonant pop with traditional Kenyan influences, Sauti Sol’s mélange of energetic rhythms have promoted the group to become one of East Africa's most celebrated. Sauti Sol encompass the band’s mix of soulful voices with vocal harmonies, guitar riffs and drum rhythm. With two extremely successful albums in three years, this band reflects a range of musical wealth inspired by African artists including Lokua Kanza, Fadhili Williams https://www.last.fm/music/Sauti+Sol",23439,443554,Matata
London Afrobeat Collective,"Bringing afrobeat dancing into the 21st Century, festival favourites London Afrobeat Collective blend the best of Fela Kuti's original philosophy with a world of diverse current sounds. Their Glastonbury 2011 appearances came courtesy of a personal invitation from Michael Eavis and they count DJ Craig Charles and indie rockers Bombay Bicycle Club amongst their champions. LAC’s explosive mix of roots afrobeat, heavy funk bass, psych-rock and jazzy horns is a modern, international sound which is winning them new fans every day. https://www.last.fm/music/London+Afrobeat+Collective",3623,23815,Jaribu Afrobeat Arkestra
Pat Thomas,"There are several artists who go by Pat Thomas: 

1) Pat Thomas (Born as Kwabena Nyamekye Amoo-Mensah in Agona, Ashanti Region, Ghana in 1951) is a Ghanaian highlife singer, songwriter and musician.
Thomas early inspiration to become a singer was a vocalist Joss Aikins. Thomas started his musical career in 1960s when he collaborated with Ebo Taylor. In 1974 he formed the band Sweet Beans and with them he recorded his first album False lover. He recorded his second album Pat Thomas Introduces Marijata with the band Marijata. https://www.last.fm/music/Pat+Thomas",52612,279880,Gyedu-Blay Ambolley
MDO (Menino de Ouro),https://www.last.fm/music/MDO+(Menino+de+Ouro),1138,8012,Edgar Domingos
Julian Dj,https://www.last.fm/music/Julian+Dj,2441,11040,Dark E
Eugy Official,https://www.last.fm/music/Eugy+Official,15367,90394,Eugy
Christian Lyd,https://www.last.fm/music/Christian+Lyd,661,2653,Jay Oliver
Lil Kesh,https://www.last.fm/music/Lil+Kesh,13238,149621,Olamide
Nubiyan Twist,"Nubiyan Twist play an upbeat blend of groove driven music with a powerful horn section, soulful female vocals/mc'ing, live dubs/ electronics, turntablism and an explosive rhythm section stretching from Brazil to the UK.

Nubiyan Twist are a Leeds born, London based musical collective. Orchestrated by guitarist/producer Tom Excell, they create a unique, infectious sound in an eclectic mix of styles, drawing on jazz, hip-hop, afrobeat, latin, soul, reggae and dance music. https://www.last.fm/music/Nubiyan+Twist",104006,919644,Blue Lab Beats
Tó Semedo,https://www.last.fm/music/T%C3%B3+Semedo,3450,34290,Denis Graça
Joey B,"Darryl Paa Kwesi Bannerman-Martin (born 20 August 1989), known under the stage name Joey B, is a Ghanaian hip hop recording artist. He is well known for his single ""Tonga"". Joey B has collaborated with artistes such as Sarkodie, EL, Fuse ODG, Edem and many others. The rapper's music has been influenced by several artistes such as Kanye West and Kid Cudi. https://www.last.fm/music/Joey+B",11643,101966,Kwesi Arthur
B4,"There are five artists using the name B4.

1) B4 is a group playing improvised music. It has been found in 1998 as an ethno - ambient duo. Through the years it transformed to actual team. Also music turned more to the psychedelic - noise - minimalistic - free - acid - we dont know...

2) B4 is also a nu-skool breakbeat DJ currently residing in the UK.

3) A project of progressive trance producer Laurent Veronnez (aka Airwave), together with Marnik Braeckeveld. https://www.last.fm/music/B4",16068,111607,Boy Teddy
DJ Xclusive,https://www.last.fm/music/DJ+Xclusive,5201,27147,Reminisce
Denis Graça,"Born on February 5, in the island of São Vicente, Cabo Verde, Denis Graça
discovered his musical talents at just six years old when he began singing for
fun. At eleven, he immigrated with his mother to the Netherlands where he
formed an R&B group with two other contenders.
It wasn't too long until his talent was noted by the Cape Verdean group
sensation Splash, becoming later a member. Denis also participated in
numerous musical projects such as Lusodance, Venus, and Cap Sol, https://www.last.fm/music/Denis+Gra%C3%A7a",4872,45454,Neuza
Kataleya,https://www.last.fm/music/Kataleya,3067,19083,Claudio Ismael
Dr. Paa Bobo,https://www.last.fm/music/Dr.+Paa+Bobo,625,3065,Amakye Dede
Kwaisey Pee,"Akwasi Opoku a.k.a. Kwaisey P was born to the legendary highlife artist, Agyeiku, in Ghana. He has played with various bands like Jewel's Ackah's Butterfly Six and Nana Tuffour's Sikadwa Band.

Akwasi Opoku took a trip with his father to the United Kingdom in the late 90's and the experiences there made him take music more seriously than before.

He released his first album 'Krokro Me' in 2002 and later on 'Nyane Me' (2006), which album includes his father as a featuring artist. https://www.last.fm/music/Kwaisey+Pee",501,3448,Kojo Antwi
Ric Hassani,https://www.last.fm/music/Ric+Hassani,26284,279250,SKN The Divine
Staff Paulo,https://www.last.fm/music/Staff+Paulo,2172,9996,Gaia Beat
Maleek Berry,"Maleek Shoyebi, professionally known as Maleek Berry, is a British-Nigerian record producer and recording artist. After his break into the spotlight in 2012, Maleek Berry was nominated in the ""Music Producer of the Year"" category at the 2014 Nigeria Entertainment Awards https://www.last.fm/music/Maleek+Berry",92159,908315,Davido
Yemi Alade,"Yemi Eberechi Alade (born 13 March 1989), simply known as Yemi Alade, is a Nigerian Afropop singer and songwriter. She gained prominence after winning the Peak Talent Show in 2009, and is best known for her hit single ""Johnny"". https://www.last.fm/music/Yemi+Alade",57536,676726,LoJay
Anselmo Ralph,"Anselmo Ralph Andrade Lamb (born 1981 in Luanda, Angola), better known as Anselmo Ralph, is a singer of R&B, Soul and Kizomba. Ralph attended school in Angola, then emigrated to New York to finish school where he majored in accounting in college.
A former member of an alternative rock band from New York, Anselmo began making projects as a solo artist. In January 2006 he released his first album titled ""Love Stories"". That year he was nominated by the Channel O Music Video Awards in the ""Best R & B"" and ""Best Director"" categories https://www.last.fm/music/Anselmo+Ralph",33563,462824,Badoxa
Yasmine,"*Yasmine (born Antwerp March 3, 1972 - june 25, 2009) was a Flemish singer who sang in Dutch. Her real name is Hilde Rens.  Yasmine released her first CD (Mooi zo) in 1991. She has made various adaptations of Leonard Cohen songs, translated into Dutch. She was also one of two hosts of the VRT's De rode Loper on één. After some severe personal issues, not in the least the break up with her wife Marianne Dupon, at the end of april 2009, she decided to end her life in june of the same year.  https://www.last.fm/music/Yasmine",23267,240039,Ann Christy
Tabanka Djaz,https://www.last.fm/music/Tabanka+Djaz,3010,29473,Zé Manel
Dj Maphorisa,"Themba Sekowe (born 15 November 1987), known professionally as DJ Maphorisa,is a South African DJ, record producer, singer, and songwriter.As a record producer with a blend of house music, amapiano and afropop, he has worked with and has received production credits from several notable artists, including Wizkid, Sizwe Alakine, Kwesta, Uhuru, Drake, Black Coffee, Major Lazer, Runtown, C4 Pedro, TRESOR, Kabza De Small , Era Istrefi, Mpura, Young Stunna, Killer Kau. https://www.last.fm/music/Dj+Maphorisa",29314,340200,Kabza De Small
Nelson Freitas,"Nelson Freitas is born and raised in the Netherlands, with creativity and talent he constantly tries to refresh the world of Zouk music.

Barely a teenager, Freitas learned to entertain through the art of hip-hop and throughout the years the flexibility of his talent allowed him to flow with changing vibes of the music industry. Once a break-dancer, then the front man of the infamous group Quatro Plus, a producer, a writer, a singer, engineer and now he is the owner of GhettoZouk Music https://www.last.fm/music/Nelson+Freitas",60815,670349,Badoxa
Daddy Lumba,"Daddy Lumba (born Charles Kwadwo Fosu on 29 September 1964; died 26 July 2025) was a Ghanaian singer-songwriter and musician with more than 30 albums to his name. He is widely regarded as the greatest Ghanaian musician of all time. 

He started his music career as one part of the Lumba Brothers duo when he collaborated with his partner Nana Acheampong. They released their first album entitled ‘Yereye Aka Akwantuo Mu’. This song depicted the number https://www.last.fm/music/Daddy+Lumba",5214,96348,Daasebre Gyamenah
Kizomba Singers,https://www.last.fm/music/Kizomba+Singers,474,3904,K-Pro
Mika Mendes,"It must be hard, trying to start your own musical career, while your father is the famous Cape Verdian musician Boy gé Mendes. But Mika Mendes managed very well.

He made his debut as a zouk musician on the compilation “alliança” and has since sung on many compilation albums, like those of Philip Monteiro.

In 2005, he records the album Paulo & Mika (New style). A year later, he is contracted Nichols to take part on a Marcía abum.

They obviously love him in Portugal, where he received awards in 2007. https://www.last.fm/music/Mika+Mendes",15799,199503,Elizio
Kwamz & Flava,https://www.last.fm/music/Kwamz+&+Flava,8187,59067,Bisa Kdei
Nu Genea,"Nu Genea (formerly known as Nu Guinea) are a producer duo formed by the Neapolitan producers based in Berlin, Lucio Aquilina (keyboards) and Massimo Di Lena (programming). https://www.last.fm/music/Nu+Genea",164677,2622371,Pino D'Angiò
Vanda May,https://www.last.fm/music/Vanda+May,3489,35134,Aycee Jordan
Yta Jourias,https://www.last.fm/music/Yta+Jourias,8751,28917,Aimé Orchis Mathey
DJ Paparazzi,A resident Dj at Dance at Arena in Hollywood. On the come up and played at the Electric Daisy Carnival on the so sweet stage in Los Angeles California. https://www.last.fm/music/DJ+Paparazzi,2024,19656,Derick Banks
J. Martins,https://www.last.fm/music/J.+Martins,12139,77889,Wizboyy
Puto Portugues,https://www.last.fm/music/Puto+Portugues,2461,22389,Yuri Da cunha
P-Square,"P-Square, a musical group of indentical twins, Peter and Paul Okoye. The duo began their music and entertainment career mimming and dancing in various shows and church events in Jos, Plateau State, Nigeria where they grew up. In 2001, while at the University of Abuja, at a talent show competition they won the ""Golden Tones - up & Coming Band"" competition with the track ""Kolo"" from their debut production. This quickly shot them into prominence and https://www.last.fm/music/P-Square",84522,1288554,D'Banj
Bisa Kdei,https://www.last.fm/music/Bisa+Kdei,12611,122362,SHATTA WALE
Atım,"Off official facebook page:
South African Hi-tech Psy act. One half of the ""Organoise"" Duo. Representing ZuluTunes and Free Radical Records. Download my Debut album ""Theories"" free from www.zulutunes.net
Biography
I discovered Psy in the end of 2005 after going to a Halloween Mushroom Mafia party. I was already producing Hip-Hop, so it wasn’t long before I tried my hands at a Psy tune. I started getting serious around the end of 2007 and haven’t looked back since. https://www.last.fm/music/At%C4%B1m",5518,43944,Yudi Fox
Ayo Jay,"Ayoola Ogundeyi Jr., or ‘Ayo Jay’ as he is widely known is an exceptionally talented and promising young singer and song writer.

Although he discovered his musical inclinations at a tender age, his parents placed a premium on higher education so upon graduating from high school in Nigeria, Ayo Jay moved to the United States to pursue a college degree in Finance and Investments. During his spare time, he found himself either listening to, or writing and singing songs. https://www.last.fm/music/Ayo+Jay",72118,551166,Korede Bello
RUNTOWN,"Douglas Jack Agu (born 19 August 1989), better known by his stage name Runtown, is a Nigerian singer, songwriter and producer. https://www.last.fm/music/RUNTOWN",49658,648335,Patoranking
Badoxa,https://www.last.fm/music/Badoxa,19013,277014,Anselmo Ralph
Matias Damásio,"Matias Damásio (Benguela, May 9, 1982) is an Angolan musician who creates and performs popular and romantic music.

Having grown up in Benguela, Matias Damásio leaves for Luanda looking for better living conditions. He started his career in 2000, singing at religious festivals, participating for the first time in a television contest, Estrelas no Palco. In this contest, he was among the twelve finalists. Later he participated together with the band Maravilha and João Alexandre in the Domingão Coca-Cola contest, getting second place. https://www.last.fm/music/Matias+Dam%C3%A1sio",12980,144629,C4 Pedro
Alx Veliz,https://www.last.fm/music/Alx+Veliz,28943,101694,Aina Maro
Pasteur Lappe,"Pasteur Lappe is a funk artist from Douala, Cameroon. https://www.last.fm/music/Pasteur+Lappe",32874,169725,Kiki Gyan
Nonso Amadi,"Nonso Amadi (born September 1, 1995) is a Nigerian singer, songwriter and music producer.[1] He is a self-taught songwriter and music producer who embarked on his music career in 2012, while at Covenant University, where he studied chemical engineering.

Nonso Amadi was born on September 1, 1995, to Nigerian parents. He is the third among a family of seven and grew up in Nigeria before moving to the U.K. in 2014 to continue his studies at Swansea University. https://www.last.fm/music/Nonso+Amadi",40703,289382,Magixx
Olamide,"Olamide Adedeji (born March 15, 1989), popularly known by his stage name Olamide, is a Nigerian Hip hop recording artist from Bariga, Lagos State. He records mostly in Yoruba, his native tongue. In 2011, he released his debut studio album Rapsodi while signed to Coded Tunes. YBNL, his follow-up album, was released under YBNL Nation, his label imprint. The album was supported by the singles ""First of All"", ""Voice of the Street"", ""Stupid Love"", and ""Ilefo Illuminati"". https://www.last.fm/music/Olamide",124328,1868857,Seyi Vibez
Phyno,"Chibuzor Nelson Azubuike (born 9 October 1986), better known by his stage name Phyno, is a Nigerian rapper, singer, songwriter and record producer.
 He started his musical career as a producer in 2003. He is renowned for rapping in the Igbo language. His debut studio album, No Guts No Glory, was released in 2014. It produced the singles ""Ghost Mode"", ""Man of the Year"", ""Parcel"" and ""O Set"".
 As a producer, he has worked with artists such as Timaya, Flavour, Ruggedman, Bracket,  Mr Raw. and  J. martins  https://www.last.fm/music/Phyno",24603,229443,Flavour
Cruel Santino,"Osayaba Andrew Ize-Iyamu, better known by his stage name Cruel Santino, is a Nigerian alternative singer-songwriter, rapper, creative director, filmmaker, and Music video director. He is a member of Monster Boy collective, with music producers Genio Bambino, and GMK. He is signed to Interscope Records, and Love Renaissance. He came into the music scene with a critically acclaimed studio album Mandy & The Jungle, which introduced the alté scene into the mainstream with his track ""Rapid Fire"", released in 2018. https://www.last.fm/music/Cruel+Santino",71954,1322420,Odunsi (The Engine)
DotMan,https://www.last.fm/music/DotMan,7399,44787,Kiss Daniel
Daasebre Gyamenah,"Daasebre Kojo Gyamenah was a highlife musician from Ghana who became very popular for his debut hit ‘Kokooko’ (1999) which featured Lord Kenya. This song was the first major fusion of hiplife and highlife in Ghana and meant a successful career for both musicians.

Ace highlife singer, Daasebre  “Ahoofe” Gyamenah, a name his fans gave him after the release of his hit song, “Ahoofe”, which literally means beautiful or the handsome one.
 https://www.last.fm/music/Daasebre+Gyamenah",1656,19808,Daddy Lumba
Ayisi,https://www.last.fm/music/Ayisi,588,9988,Omar Sterling
Debordo Leekunfa,https://www.last.fm/music/Debordo+Leekunfa,1161,9210,Ariel Sheney
Mix Premier,https://www.last.fm/music/Mix+Premier,998,6844,Debordo Leekunfa
Selebobo,https://www.last.fm/music/Selebobo,6863,46443,Kiss Daniel
Shellsy Baronet,https://www.last.fm/music/Shellsy+Baronet,496,3434,Filomena Maricoa
William Onyeabor,"William Onyeabor (Enugu, Nigeria, 29 March 1946 – 16 January 2017) was a Nigerian afro-funk, musician, singer and songwriter.

Onyeabor's songs are often heavily rhythmic and synthesized, occasionally epic in scope, with lyrics decrying war and sung by both Onyeabor himself and female backing vocalists. In recent years a number of his songs have appeared on various compilations, most often his biggest hit, ""Better Change Your Mind"", which has appeared on Africa 100 https://www.last.fm/music/William+Onyeabor",210992,2144192,The Funkees
Mona Nicastro,https://www.last.fm/music/Mona+Nicastro,2385,13077,Claudio Ismael
Loony Johnson,"Young DJ in a Portuguese club[Luanda-Lisbon] was given a shot by Mr. Shada (an alter ego of Edward Mokolo Jr. who also goes by the name Kaysha) to prove that he is a fully grown artist.....

http://www.last.fm/listen/user/RADIOMORABEZACV/personal https://www.last.fm/music/Loony+Johnson",12847,97972,Johnny Ramos
Cerrone,"Cerrone (full name: Jean-Marc Cerrone) (born 24 May 1952, Vitry-sur-Seine, near Paris, France) is an iconic and influential French European disco and dance pop drummer, singer, and music producer. Marc Cerrone has sold over thirty million albums. He claims, and it is often credited by others, that he was ""the first"" to put the kick drum (or bass drum) into the foreground of modern eurodance music.  At the age of 12, he started playing drums and listening to Otis Redding's songs. https://www.last.fm/music/Cerrone",329427,2944779,Gino Soccio
Brymo,"Brymo refers to at least 2 acts:

1. Brymo (born Ashimi Olawale) is a Nigerian singer, composer, songwriter and recording artist signed to the Chocolate City music label

2. Brymo (Bryan Kim) is a Singer/Songwriter from Philadelphia, Pennsylvania. Originally trained classically on the violin, viola, and piano, later discovered rock and roll, eventually learning the bass guitar. After a few bands, he started picking up all kinds of instruments and learned how to play them to his favourite songs. https://www.last.fm/music/Brymo",9179,177380,Naeto C
Messias Maricoa,https://www.last.fm/music/Messias+Maricoa,3885,42010,Yudi Fox
DJ Neptune,"Patrick Imohiosen, Nigerian DJ, born in Lagos in 1990. https://www.last.fm/music/DJ+Neptune",27558,252172,Peruzzi
Reekado Banks,https://www.last.fm/music/Reekado+Banks,28253,272965,MAVINS
El Rego,El Rego (Théophile Do-Rego) is the founder of the group El Rego et Ses Commandos. https://www.last.fm/music/El+Rego,27038,129741,Le Super Borgou de Parakou
Dj Manuel Citro,https://www.last.fm/music/Dj+Manuel+Citro,951,9722,DJ Tronky
Babes Wodumo,https://www.last.fm/music/Babes+Wodumo,5365,36616,Distruction Boyz
International Soleil Band,https://www.last.fm/music/International+Soleil+Band,15612,56406,De Frank Professionals
Livy Ekemezie,https://www.last.fm/music/Livy+Ekemezie,15978,52335,Willy Roy
Darassa,https://www.last.fm/music/Darassa,3803,34882,Mbosso
Caiiro,https://www.last.fm/music/Caiiro,41023,254160,Prince Kaybee
Rayvanny,"Raymond Shaban (born 22 August 1993), better known by his stage name Rayvanny, is a Tanzanian musician, songwriter and recording artist who was signed under WCB Wasafi record label until July 2022. He was born and raised in Nzovwe ward of Mbeya city, located in Mbeya Region. He is the most successful bongo flava musician in Tanzania from Mbeya region. He is the founder and CEO of Next Level Music.

In 2011, when Rayvanny was still in high school, he realized his passion for music. https://www.last.fm/music/Rayvanny",24065,215363,Diamond Platnumz
Renegades Of Jazz,"The story of Renegades Of Jazz begins around the end of the nineties, when its protagonist faces a time in life that sees most musical ambitions crumble against the harsh realities of life. Imagine David Hanke in his early twenties, driving his first car, wearing ripped jeans and a lumberjack shirt. On the back seat of his bright red Volkswagen Beetle an electric guitar is collecting dust, as David's longlasting enthusiasm for rock music has been gradually waning for quite some time. https://www.last.fm/music/Renegades+Of+Jazz",18180,142688,Colman Brothers
Humblesmith,https://www.last.fm/music/Humblesmith,1483,8381,Harrysong
Ycee,"Oludemilade Martin Alejo (born January 29, 1993), known professionally as Ycee (also stylized as YCee), is a Nigerian rapper, singer and songwriter. He gained popularity after his single ""Condo"", which features vocals by Patoranking, earned him two nominations at the 2015 Nigeria Entertainment Awards.He was also nominated for Best Artist in African Pop at the 2015 All Africa Music Awards and for Next Rated at The Headies 2016. https://www.last.fm/music/Ycee",49253,447581,Lil Kesh
Kranium,"There are multiple artists with this name:

1) Kranium is a death metal band from Peru.

2) Kranium was a thrash metal band from Czech Republic.

3) Kranium was a death metal band from USA

4) Kranium is a hardcore punk/d-beat band from Luleå, Sweden, formed in 1999 out of the ashes of Krossat Kranium.

5) Kranium was an experimental/minimal/comedy band from Tranås, Sweden, that existed around 1990.

4) Kranium is reggae/dancehall artist born in Jamaica and raised in Queens NY. https://www.last.fm/music/Kranium",122302,1143346,Popcaan
melvitto,https://www.last.fm/music/melvitto,192037,2488198,Ruger
Newen Afrobeat,"Newen Afrobeat is an Afrobeat band that started in 2010 in Chile. Newen Afrobeat revisits Fela Kuti's musical heritage. The word Newen means 'strength' in the Mapuche language.

Their first, eponymous, album was released in 2013, followed by their second, Newen Plays Fela, released in 2017. A third album, Curiche, was released in February 2019. https://www.last.fm/music/Newen+Afrobeat",18358,136656,Pascuala Ilabaca
magnom,https://www.last.fm/music/magnom,8272,50985,SHATTA WALE
Lil Saint,"There are multiple artists named Lil Saint

1.) Lil Saint, ofwel Saint Sosa, is een rapper waarvan de echte naam Boris Fernandez is. Lil Saint is geboren in Amsterdam en groeide op in Amsterdam-Zuidoost. De rapper was een tijdje getekend bij het label Rotterdam Airlines .

Boris Fernandez, beter bekend onder zijn artiestennaam Lil Saint of Saint Sosa, werd geboren in Amsterdam. De rapper groeide op in Amsterdam-Zuidoost. Lil Saint is al sinds 2014 actief in de Nederlandse Hiphop scene. https://www.last.fm/music/Lil+Saint",11755,100574,Lil Satan
AYLØ,https://www.last.fm/music/AYL%C3%98,33094,235966,FASINA
R2bees,"R2Bees is a Ghanaian Hiplife duo made up of Paedae da Pralem (Faisal Hakeem) and Mugeez (Rashid Mugeez). 

The name R2Bees (R2 Bees) comes from the group's mantra which is ""Refuse to be broke"". Their debut album, Da Revalution, is coming out soon.

They have an independent label called R2Bees Entertainment and some of the artistes signed on the label are Under, Humble and Waddle.

Mugeez was formerly known as Gogome. He featured on a number of Samini tracks https://www.last.fm/music/R2bees",23890,296703,Stonebwoy
Sarz,"Osabuohien Osaretin, better known by his stage name ""Sarz"", is a Nigerian record producer and musician. Born in Benin City, Edo State, he is popularly known for the tag ""Sarz On The Beat"" / ""Really"" which is used at the beginning or end of all his music productions.


Osabuohien Osaretin was born in Benin City into a family of 3 children. He attended All Saints Primary School and had his high school education at Goodwill Secondary School. Sarz describes https://www.last.fm/music/Sarz",91618,665159,Victony
Payper Corleone,https://www.last.fm/music/Payper+Corleone,8083,29847,PsychoYP
VLAD IVAN,https://www.last.fm/music/VLAD+IVAN,994,8400,Archie & Sizzle
Fuse ODG,"Nana Richard Abiona (born London, 1988), known by his stage name Fuse ODG, is a British musician of Ghanaian descent.

Fuse ODG is best known for the song Azonto, based on the Afrobeats dance craze Azonto Dance. He is the first UK artist/producer to be nominated under two different categories for the Ghana Music Awards. Fuse is most known for his involvement in the production of genres such as Afro-pop, hip-hop, r&b, funk and rock. He is from the ‘Off Da Ground’ family hence his surname ODG. https://www.last.fm/music/Fuse+ODG",168736,1285326,Kidi
Girls of the Internet,"Girls of the Internet have swiftly risen up the electronic music ranks since their debut release ‘When U Go’ on Luke Solomon’s Classic Music Company in 2017. Known for eclectic disco-informed house music, both behind the decks and in the studio. With support from DJ’s like Pete Tong, The Blessed Madonna, Jamie xx and Axel Boman over their 2 self-released albums SYRUP & Girls FM, and accolades such as a BBC 6 Music 'Album Of The Year', a mix for Apple Music’s Beats One Radio 'One Mix’ series https://www.last.fm/music/Girls+of+the+Internet",114423,682741,Patawawa
Floyd Lavine,https://www.last.fm/music/Floyd+Lavine,11362,39464,Daniel Rateuke
